ID,Name,Category,Price
1845,Item-1845,Clothing,24.58
1846,Item-1846,Electronics,136.24
1847,Item-1847,Toys,167.11
1848,Item-1848,Home,42.14
1849,Item-1849,Toys,383.33
1850,Item-1850,Food,201.68
1851,Item-1851,Home,158.29
1852,Item-1852,Food,36.06
1853,Item-1853,Books,343.25
1854,Item-1854,Sports,265.86
1855,Item-1855,Sports,62.55
1856,Item-1856,Books,188.83
1857,Item-1857,Home,393.42
1858,Item-1858,Toys,199.33
1859,Item-1859,Sports,157.17
1860,Item-1860,Food,306.96
1861,Item-1861,Home,254.58
1862,Item-1862,Sports,201.74
1863,Item-1863,Toys,390.63
1864,Item-1864,Food,151.61
1865,Item-1865,Food,53.89
1866,Item-1866,Sports,351.64
1867,Item-1867,Electronics,447.35
1868,Item-1868,Toys,306.22
1869,Item-1869,Sports,285.22
1870,Item-1870,Books,306.17
1871,Item-1871,Books,207.44
1872,Item-1872,Clothing,235.24
1873,Item-1873,Books,23.17
1874,Item-1874,Home,128.57
1875,Item-1875,Food,225.28
1876,Item-1876,Home,31.62
1877,Item-1877,Electronics,420.09
1878,Item-1878,Electronics,93.37
1879,Item-1879,Food,386.07
1880,Item-1880,Toys,357.9
1881,Item-1881,Home,447.78
1882,Item-1882,Electronics,342.43
1883,Item-1883,Toys,438.55
1884,Item-1884,Electronics,85.76
1885,Item-1885,Electronics,167.24
1886,Item-1886,Food,46.35
1887,Item-1887,Electronics,461.6
1888,Item-1888,Sports,32.52
1889,Item-1889,Home,425.7
1890,Item-1890,Electronics,193.73
1891,Item-1891,Home,41.4
1892,Item-1892,Food,371.54
1893,Item-1893,Toys,205.45
1894,Item-1894,Food,239.26
1895,Item-1895,Home,375.32
1896,Item-1896,Food,343.33
1897,Item-1897,Clothing,389.37
1898,Item-1898,Books,374.67
1899,Item-1899,Books,406.94
1900,Item-1900,Home,317.8
1901,Item-1901,Books,15.37
1902,Item-1902,Toys,234.74
1903,Item-1903,Food,14.51
1904,Item-1904,Electronics,68.35
1905,Item-1905,Books,83.31
1906,Item-1906,Food,316.26
1907,Item-1907,Books,434.39
1908,Item-1908,Sports,201.88
1909,Item-1909,Toys,53.6
1910,Item-1910,Toys,136.61
1911,Item-1911,Sports,389.97
1912,Item-1912,Electronics,52.78
1913,Item-1913,Home,279.9
1914,Item-1914,Books,182.61
1915,Item-1915,Food,83.98
1916,Item-1916,Sports,367.59
1917,Item-1917,Electronics,380.4
1918,Item-1918,Electronics,111.01
1919,Item-1919,Home,499.4
1920,Item-1920,Books,253.96
1921,Item-1921,Clothing,16.26
1922,Item-1922,Clothing,89.93
1923,Item-1923,Electronics,124.72
1924,Item-1924,Books,251.85
1925,Item-1925,Toys,12.73
1926,Item-1926,Clothing,52.54
1927,Item-1927,Toys,452.53
1928,Item-1928,Electronics,152.3
1929,Item-1929,Sports,434.68
1930,Item-1930,Electronics,361.0
1931,Item-1931,Books,251.79
1932,Item-1932,Clothing,56.54
1933,Item-1933,Sports,460.04
1934,Item-1934,Electronics,196.89
1935,Item-1935,Sports,82.9
1936,Item-1936,Home,404.93
1937,Item-1937,Books,85.68
1938,Item-1938,Toys,104.45
1939,Item-1939,Sports,62.08
1940,Item-1940,Food,466.46
1941,Item-1941,Sports,171.57
1942,Item-1942,Electronics,227.07
1943,Item-1943,Toys,139.66
1944,Item-1944,Food,477.06
1945,Item-1945,Sports,111.77
1946,Item-1946,Food,399.04
1947,Item-1947,Sports,294.39
1948,Item-1948,Toys,476.87
1949,Item-1949,Sports,127.46
1950,Item-1950,Books,46.57
1951,Item-1951,Food,472.21
1952,Item-1952,Electronics,289.55
1953,Item-1953,Books,160.26
1954,Item-1954,Sports,237.29
1955,Item-1955,Books,10.58
1956,Item-1956,Toys,102.94
1957,Item-1957,Electronics,193.47
1958,Item-1958,Toys,317.02
1959,Item-1959,Sports,83.31
1960,Item-1960,Clothing,211.16
1961,Item-1961,Toys,123.59
1962,Item-1962,Clothing,98.98
1963,Item-1963,Books,24.75
1964,Item-1964,Books,55.53
1965,Item-1965,Books,326.22
1966,Item-1966,Home,275.69
1967,Item-1967,Food,297.68
1968,Item-1968,Clothing,452.47
1969,Item-1969,Electronics,157.43
1970,Item-1970,Clothing,37.02
1971,Item-1971,Food,320.82
1972,Item-1972,Food,147.04
1973,Item-1973,Sports,134.23
1974,Item-1974,Electronics,207.8
1975,Item-1975,Clothing,229.39
1976,Item-1976,Toys,461.01
1977,Item-1977,Sports,380.17
1978,Item-1978,Home,403.24
1979,Item-1979,Home,324.54
1980,Item-1980,Books,403.82
1981,Item-1981,Electronics,458.15
1982,Item-1982,Books,163.31
1983,Item-1983,Clothing,107.36
1984,Item-1984,Sports,220.72
1985,Item-1985,Home,264.5
1986,Item-1986,Clothing,459.13
1987,Item-1987,Home,179.4
1988,Item-1988,Food,352.23
1989,Item-1989,Electronics,72.07
1990,Item-1990,Food,100.27
1991,Item-1991,Sports,95.92
1992,Item-1992,Food,82.12
1993,Item-1993,Electronics,205.41
1994,Item-1994,Sports,493.12
1995,Item-1995,Electronics,402.95
1996,Item-1996,Home,162.91
1997,Item-1997,Food,49.64
1998,Item-1998,Home,84.18
1999,Item-1999,Toys,225.1
2000,Item-2000,Sports,351.22
2001,Item-2001,Toys,375.05
2002,Item-2002,Home,154.05
2003,Item-2003,Books,61.17
2004,Item-2004,Electronics,49.77
2005,Item-2005,Clothing,49.86
2006,Item-2006,Food,133.73
2007,Item-2007,Food,489.26
2008,Item-2008,Home,305.26
2009,Item-2009,Books,397.65
2010,Item-2010,Home,16.23
2011,Item-2011,Sports,279.51
2012,Item-2012,Home,53.41
2013,Item-2013,Sports,88.43
2014,Item-2014,Toys,279.93
2015,Item-2015,Food,326.66
2016,Item-2016,Clothing,347.55
2017,Item-2017,Home,287.95
2018,Item-2018,Clothing,142.08
2019,Item-2019,Home,292.55
2020,Item-2020,Sports,481.95
2021,Item-2021,Electronics,319.83
2022,Item-2022,Books,167.65
2023,Item-2023,Sports,179.14
2024,Item-2024,Food,236.77
2025,Item-2025,Clothing,321.2
2026,Item-2026,Books,313.15
2027,Item-2027,Food,383.36
2028,Item-2028,Toys,396.46
2029,Item-2029,Home,473.87
2030,Item-2030,Home,215.44
2031,Item-2031,Food,13.74
2032,Item-2032,Clothing,306.81
2033,Item-2033,Sports,87.44
2034,Item-2034,Home,227.58
2035,Item-2035,Home,196.08
2036,Item-2036,Clothing,361.21
2037,Item-2037,Toys,435.66
2038,Item-2038,Food,115.37
2039,Item-2039,Home,349.21
2040,Item-2040,Clothing,185.67
2041,Item-2041,Sports,212.77
2042,Item-2042,Sports,350.84
2043,Item-2043,Toys,497.53
2044,Item-2044,Toys,234.56
2045,Item-2045,Clothing,406.88
2046,Item-2046,Food,106.72
2047,Item-2047,Books,22.7
2048,Item-2048,Home,310.69
2049,Item-2049,Sports,17.1
2050,Item-2050,Home,146.5
2051,Item-2051,Toys,481.91
2052,Item-2052,Sports,334.86
2053,Item-2053,Home,187.97
2054,Item-2054,Books,440.12
2055,Item-2055,Home,471.6
2056,Item-2056,Clothing,141.87
2057,Item-2057,Clothing,99.31
2058,Item-2058,Toys,221.29
2059,Item-2059,Books,47.97
2060,Item-2060,Electronics,341.95
2061,Item-2061,Books,71.98
2062,Item-2062,Food,350.36
2063,Item-2063,Toys,477.48
2064,Item-2064,Home,69.78
2065,Item-2065,Toys,154.57
2066,Item-2066,Books,462.83
2067,Item-2067,Food,96.29
2068,Item-2068,Home,68.08
2069,Item-2069,Food,479.57
2070,Item-2070,Sports,385.12
2071,Item-2071,Books,87.5
2072,Item-2072,Books,129.35
2073,Item-2073,Electronics,385.23
2074,Item-2074,Food,250.72
2075,Item-2075,Home,428.09
2076,Item-2076,Home,279.12
2077,Item-2077,Electronics,451.34
2078,Item-2078,Toys,89.67
2079,Item-2079,Toys,167.15
2080,Item-2080,Clothing,333.9
2081,Item-2081,Food,326.94
2082,Item-2082,Toys,355.98
2083,Item-2083,Home,211.77
2084,Item-2084,Sports,157.32
2085,Item-2085,Electronics,148.16
2086,Item-2086,Food,192.72
2087,Item-2087,Electronics,265.98
2088,Item-2088,Clothing,135.69
2089,Item-2089,Clothing,331.03
2090,Item-2090,Sports,253.42
2091,Item-2091,Clothing,454.69
2092,Item-2092,Clothing,76.91
2093,Item-2093,Home,50.99
2094,Item-2094,Electronics,121.83
2095,Item-2095,Clothing,51.35
2096,Item-2096,Electronics,365.93
2097,Item-2097,Books,147.65
2098,Item-2098,Electronics,252.97
2099,Item-2099,Clothing,119.94
2100,Item-2100,Electronics,157.03
2101,Item-2101,Clothing,349.07
2102,Item-2102,Food,410.71
2103,Item-2103,Home,368.25
2104,Item-2104,Sports,234.86
2105,Item-2105,Clothing,382.31
2106,Item-2106,Sports,45.47
2107,Item-2107,Food,365.6
2108,Item-2108,Sports,128.34
2109,Item-2109,Electronics,75.49
2110,Item-2110,Home,239.87
2111,Item-2111,Food,236.8
2112,Item-2112,Home,129.39
2113,Item-2113,Electronics,27.15
2114,Item-2114,Clothing,281.31
2115,Item-2115,Electronics,226.48
2116,Item-2116,Sports,264.25
2117,Item-2117,Books,429.09
2118,Item-2118,Clothing,24.37
2119,Item-2119,Electronics,413.14
2120,Item-2120,Toys,225.77
2121,Item-2121,Toys,282.96
2122,Item-2122,Toys,22.39
2123,Item-2123,Books,297.31
2124,Item-2124,Sports,127.97
2125,Item-2125,Home,116.78
2126,Item-2126,Sports,73.41
2127,Item-2127,Sports,218.75
2128,Item-2128,Clothing,335.13
2129,Item-2129,Sports,346.09
2130,Item-2130,Electronics,122.95
2131,Item-2131,Books,39.14
2132,Item-2132,Sports,475.49
2133,Item-2133,Food,325.9
2134,Item-2134,Electronics,70.23
2135,Item-2135,Food,474.85
2136,Item-2136,Sports,336.85
2137,Item-2137,Electronics,10.63
2138,Item-2138,Toys,114.3
2139,Item-2139,Toys,39.26
2140,Item-2140,Home,259.95
2141,Item-2141,Food,332.19
2142,Item-2142,Electronics,347.74
2143,Item-2143,Food,436.75
2144,Item-2144,Clothing,384.76
2145,Item-2145,Books,360.91
2146,Item-2146,Sports,292.3
2147,Item-2147,Toys,326.13
2148,Item-2148,Toys,442.49
2149,Item-2149,Electronics,160.25
2150,Item-2150,Toys,373.0
2151,Item-2151,Home,232.64
2152,Item-2152,Home,346.64
2153,Item-2153,Sports,250.83
2154,Item-2154,Toys,334.37
2155,Item-2155,Books,107.39
2156,Item-2156,Books,392.39
2157,Item-2157,Books,431.62
2158,Item-2158,Home,473.53
2159,Item-2159,Electronics,463.04
2160,Item-2160,Sports,87.11
2161,Item-2161,Sports,201.32
2162,Item-2162,Home,247.59
2163,Item-2163,Home,409.32
2164,Item-2164,Food,397.49
2165,Item-2165,Clothing,364.13
2166,Item-2166,Clothing,227.0
2167,Item-2167,Books,160.34
2168,Item-2168,Books,256.08
2169,Item-2169,Food,232.97
2170,Item-2170,Food,126.57
2171,Item-2171,Electronics,149.45
2172,Item-2172,Sports,398.64
2173,Item-2173,Clothing,386.04
2174,Item-2174,Clothing,209.82
2175,Item-2175,Food,322.08
2176,Item-2176,Electronics,77.49
2177,Item-2177,Books,37.79
2178,Item-2178,Toys,401.31
2179,Item-2179,Food,76.62
2180,Item-2180,Home,39.29
2181,Item-2181,Electronics,367.27
2182,Item-2182,Books,319.59
2183,Item-2183,Sports,34.5
2184,Item-2184,Home,377.8
2185,Item-2185,Books,434.6
2186,Item-2186,Electronics,70.87
2187,Item-2187,Clothing,39.11
2188,Item-2188,Electronics,285.93
2189,Item-2189,Home,55.03
2190,Item-2190,Clothing,146.77
2191,Item-2191,Sports,141.83
2192,Item-2192,Food,313.47
2193,Item-2193,Books,34.72
2194,Item-2194,Books,418.7
2195,Item-2195,Food,222.03
2196,Item-2196,Sports,344.82
2197,Item-2197,Sports,478.87
2198,Item-2198,Sports,118.88
2199,Item-2199,Clothing,373.1
2200,Item-2200,Clothing,77.88
2201,Item-2201,Clothing,481.32
2202,Item-2202,Electronics,454.98
2203,Item-2203,Sports,103.67
2204,Item-2204,Food,88.02
2205,Item-2205,Sports,473.16
2206,Item-2206,Sports,114.32
2207,Item-2207,Toys,433.77
2208,Item-2208,Home,361.18
2209,Item-2209,Clothing,357.67
2210,Item-2210,Sports,210.89
2211,Item-2211,Toys,337.36
2212,Item-2212,Electronics,474.39
2213,Item-2213,Electronics,356.01
2214,Item-2214,Books,225.07
2215,Item-2215,Home,318.62
2216,Item-2216,Home,242.06
2217,Item-2217,Electronics,145.46
2218,Item-2218,Electronics,351.46
2219,Item-2219,Sports,257.54
2220,Item-2220,Sports,80.79
2221,Item-2221,Electronics,249.18
2222,Item-2222,Sports,269.07
2223,Item-2223,Toys,499.32
2224,Item-2224,Clothing,486.74
2225,Item-2225,Toys,336.16
2226,Item-2226,Sports,115.23
2227,Item-2227,Food,302.77
2228,Item-2228,Home,246.16
2229,Item-2229,Electronics,126.71
2230,Item-2230,Home,499.54
2231,Item-2231,Food,260.05
2232,Item-2232,Books,364.97
2233,Item-2233,Toys,242.07
2234,Item-2234,Sports,344.43
2235,Item-2235,Food,95.27
2236,Item-2236,Sports,111.3
2237,Item-2237,Food,221.36
2238,Item-2238,Clothing,492.47
2239,Item-2239,Electronics,231.99
2240,Item-2240,Toys,14.93
2241,Item-2241,Food,146.67
2242,Item-2242,Electronics,77.67
2243,Item-2243,Clothing,489.84
2244,Item-2244,Sports,337.39
2245,Item-2245,Electronics,419.14
2246,Item-2246,Clothing,177.09
2247,Item-2247,Electronics,118.55
2248,Item-2248,Electronics,468.78
2249,Item-2249,Clothing,261.02
2250,Item-2250,Toys,227.22
2251,Item-2251,Electronics,384.54
2252,Item-2252,Food,17.64
2253,Item-2253,Home,66.91
2254,Item-2254,Food,401.87
2255,Item-2255,Food,300.94
2256,Item-2256,Books,212.1
2257,Item-2257,Food,58.99
2258,Item-2258,Home,497.2
2259,Item-2259,Food,258.61
2260,Item-2260,Toys,171.68
2261,Item-2261,Books,88.97
2262,Item-2262,Food,382.25
2263,Item-2263,Sports,423.26
2264,Item-2264,Food,165.86
2265,Item-2265,Home,444.92
2266,Item-2266,Food,89.04
2267,Item-2267,Clothing,291.22
2268,Item-2268,Electronics,192.94
2269,Item-2269,Electronics,181.73
2270,Item-2270,Food,81.99
2271,Item-2271,Toys,336.35
2272,Item-2272,Clothing,40.01
2273,Item-2273,Books,238.78
2274,Item-2274,Toys,11.72
2275,Item-2275,Toys,93.0
2276,Item-2276,Toys,27.46
2277,Item-2277,Toys,271.27
2278,Item-2278,Home,420.21
2279,Item-2279,Toys,16.6
2280,Item-2280,Toys,50.12
2281,Item-2281,Electronics,227.14
2282,Item-2282,Books,438.6
2283,Item-2283,Toys,284.3
2284,Item-2284,Toys,397.81
2285,Item-2285,Sports,480.47
2286,Item-2286,Sports,183.84
2287,Item-2287,Food,401.42
2288,Item-2288,Home,286.55
2289,Item-2289,Electronics,201.03
2290,Item-2290,Sports,13.36
2291,Item-2291,Home,101.13
2292,Item-2292,Electronics,232.43
2293,Item-2293,Sports,276.79
2294,Item-2294,Home,28.41
2295,Item-2295,Toys,310.08
2296,Item-2296,Food,69.01
2297,Item-2297,Food,304.31
2298,Item-2298,Electronics,304.99
2299,Item-2299,Food,399.42
2300,Item-2300,Books,486.3
2301,Item-2301,Toys,100.55
2302,Item-2302,Sports,215.72
2303,Item-2303,Home,461.32
2304,Item-2304,Electronics,211.73
2305,Item-2305,Electronics,168.02
2306,Item-2306,Clothing,127.45
2307,Item-2307,Books,293.69
2308,Item-2308,Food,356.09
2309,Item-2309,Food,64.59
2310,Item-2310,Clothing,365.11
2311,Item-2311,Toys,470.51
2312,Item-2312,Sports,27.18
2313,Item-2313,Food,50.72
2314,Item-2314,Food,94.01
2315,Item-2315,Electronics,75.22
2316,Item-2316,Home,292.54
2317,Item-2317,Clothing,462.62
2318,Item-2318,Sports,185.34
2319,Item-2319,Electronics,465.29
2320,Item-2320,Clothing,230.13
2321,Item-2321,Home,341.8
2322,Item-2322,Food,430.74
2323,Item-2323,Home,414.85
2324,Item-2324,Sports,157.23
2325,Item-2325,Clothing,358.81
2326,Item-2326,Food,390.18
2327,Item-2327,Books,42.45
2328,Item-2328,Sports,197.24
2329,Item-2329,Home,236.29
2330,Item-2330,Food,379.03
2331,Item-2331,Food,14.13
2332,Item-2332,Clothing,225.94
2333,Item-2333,Home,388.19
2334,Item-2334,Books,144.84
2335,Item-2335,Sports,275.41
2336,Item-2336,Electronics,229.12
2337,Item-2337,Toys,147.81
2338,Item-2338,Sports,380.69
2339,Item-2339,Sports,40.09
2340,Item-2340,Sports,190.3
2341,Item-2341,Food,306.46
2342,Item-2342,Electronics,152.93
2343,Item-2343,Home,418.96
2344,Item-2344,Books,366.88
2345,Item-2345,Books,211.21
2346,Item-2346,Clothing,429.85
2347,Item-2347,Food,111.48
2348,Item-2348,Toys,409.77
2349,Item-2349,Sports,133.45
2350,Item-2350,Clothing,288.15
2351,Item-2351,Sports,303.96
2352,Item-2352,Electronics,161.73
2353,Item-2353,Electronics,118.97
2354,Item-2354,Sports,263.56
2355,Item-2355,Electronics,425.25
2356,Item-2356,Sports,436.25
2357,Item-2357,Home,377.96
2358,Item-2358,Sports,330.95
2359,Item-2359,Home,191.81
2360,Item-2360,Clothing,359.13
2361,Item-2361,Home,296.18
2362,Item-2362,Toys,143.73
2363,Item-2363,Books,122.88
2364,Item-2364,Food,292.51
2365,Item-2365,Home,444.35
2366,Item-2366,Electronics,393.36
2367,Item-2367,Food,296.07
2368,Item-2368,Food,231.82
2369,Item-2369,Clothing,385.11
2370,Item-2370,Toys,453.14
2371,Item-2371,Toys,323.15
2372,Item-2372,Toys,429.64
2373,Item-2373,Electronics,432.41
2374,Item-2374,Home,433.85
2375,Item-2375,Books,437.95
2376,Item-2376,Books,364.92
2377,Item-2377,Toys,377.87
2378,Item-2378,Electronics,49.37
2379,Item-2379,Clothing,419.14
2380,Item-2380,Toys,472.44
2381,Item-2381,Electronics,125.91
2382,Item-2382,Home,312.43
2383,Item-2383,Food,150.85
2384,Item-2384,Books,160.96
2385,Item-2385,Books,217.27
2386,Item-2386,Food,352.49
2387,Item-2387,Electronics,253.8
2388,Item-2388,Sports,300.25
2389,Item-2389,Electronics,342.14
2390,Item-2390,Books,266.11
2391,Item-2391,Clothing,441.42
2392,Item-2392,Toys,250.9
2393,Item-2393,Home,431.92
2394,Item-2394,Books,36.55
2395,Item-2395,Books,293.92
2396,Item-2396,Toys,205.28
2397,Item-2397,Home,52.65
2398,Item-2398,Books,64.23
2399,Item-2399,Books,22.68
2400,Item-2400,Home,393.67
2401,Item-2401,Toys,392.66
2402,Item-2402,Clothing,297.33
2403,Item-2403,Toys,322.91
2404,Item-2404,Books,383.89
2405,Item-2405,Electronics,230.37
2406,Item-2406,Books,495.66
2407,Item-2407,Home,278.7
2408,Item-2408,Books,305.84
2409,Item-2409,Home,210.83
2410,Item-2410,Clothing,421.78
2411,Item-2411,Clothing,353.87
2412,Item-2412,Sports,26.83
2413,Item-2413,Electronics,155.52
2414,Item-2414,Sports,105.84
2415,Item-2415,Clothing,352.78
2416,Item-2416,Sports,183.87
2417,Item-2417,Books,182.38
2418,Item-2418,Home,147.22
2419,Item-2419,Clothing,422.58
2420,Item-2420,Food,468.58
2421,Item-2421,Books,120.87
2422,Item-2422,Sports,143.06
2423,Item-2423,Books,288.53
2424,Item-2424,Sports,171.7
2425,Item-2425,Books,485.95
2426,Item-2426,Toys,98.79
2427,Item-2427,Books,459.27
2428,Item-2428,Clothing,247.82
2429,Item-2429,Clothing,466.93
2430,Item-2430,Clothing,219.4
2431,Item-2431,Books,397.56
2432,Item-2432,Home,333.46
2433,Item-2433,Clothing,447.79
2434,Item-2434,Sports,386.41
2435,Item-2435,Electronics,119.22
2436,Item-2436,Food,393.41
2437,Item-2437,Food,186.91
2438,Item-2438,Home,129.77
2439,Item-2439,Toys,92.37
2440,Item-2440,Clothing,110.61
2441,Item-2441,Electronics,201.31
2442,Item-2442,Clothing,414.65
2443,Item-2443,Sports,374.04
2444,Item-2444,Home,394.46
2445,Item-2445,Toys,311.45
2446,Item-2446,Toys,84.76
2447,Item-2447,Electronics,290.46
2448,Item-2448,Sports,379.96
2449,Item-2449,Clothing,421.64
2450,Item-2450,Food,284.01
2451,Item-2451,Books,194.44
2452,Item-2452,Clothing,292.91
2453,Item-2453,Food,469.02
2454,Item-2454,Electronics,167.24
2455,Item-2455,Books,431.76
2456,Item-2456,Sports,449.34
2457,Item-2457,Food,481.15
2458,Item-2458,Electronics,136.42
2459,Item-2459,Food,315.61
2460,Item-2460,Toys,408.5
2461,Item-2461,Clothing,89.13
2462,Item-2462,Home,150.61
2463,Item-2463,Home,468.75
2464,Item-2464,Home,127.04
2465,Item-2465,Sports,47.36
2466,Item-2466,Food,135.46
2467,Item-2467,Sports,459.87
2468,Item-2468,Toys,195.38
2469,Item-2469,Home,153.04
2470,Item-2470,Clothing,103.82
2471,Item-2471,Clothing,85.92
2472,Item-2472,Books,409.76
2473,Item-2473,Toys,360.97
2474,Item-2474,Electronics,308.81
2475,Item-2475,Toys,131.16
2476,Item-2476,Toys,360.89
2477,Item-2477,Home,462.28
2478,Item-2478,Electronics,142.33
2479,Item-2479,Electronics,200.35
2480,Item-2480,Books,325.02
2481,Item-2481,Sports,44.78
2482,Item-2482,Electronics,165.0
2483,Item-2483,Food,370.63
2484,Item-2484,Home,229.28
2485,Item-2485,Electronics,42.98
2486,Item-2486,Home,72.54
2487,Item-2487,Food,396.94
2488,Item-2488,Toys,220.81
2489,Item-2489,Electronics,76.69
2490,Item-2490,Clothing,71.16
2491,Item-2491,Clothing,233.62
2492,Item-2492,Toys,42.86
2493,Item-2493,Home,259.95
2494,Item-2494,Toys,145.46
2495,Item-2495,Food,336.52
2496,Item-2496,Clothing,27.74
2497,Item-2497,Books,270.67
2498,Item-2498,Clothing,473.66
2499,Item-2499,Home,282.3
2500,Item-2500,Home,207.89
2501,Item-2501,Clothing,230.1
2502,Item-2502,Electronics,131.1
2503,Item-2503,Toys,93.36
2504,Item-2504,Electronics,304.47
2505,Item-2505,Home,213.83
2506,Item-2506,Sports,340.03
2507,Item-2507,Electronics,68.18
2508,Item-2508,Electronics,87.46
2509,Item-2509,Home,477.46
2510,Item-2510,Toys,199.93
2511,Item-2511,Electronics,318.59
2512,Item-2512,Food,139.46
2513,Item-2513,Toys,31.13
2514,Item-2514,Electronics,415.86
2515,Item-2515,Food,115.3
2516,Item-2516,Sports,303.77
2517,Item-2517,Home,23.5
2518,Item-2518,Food,79.3
2519,Item-2519,Food,302.79
2520,Item-2520,Sports,255.49
2521,Item-2521,Books,195.28
2522,Item-2522,Clothing,198.62
2523,Item-2523,Sports,61.4
2524,Item-2524,Sports,130.34
2525,Item-2525,Toys,85.48
2526,Item-2526,Toys,146.07
2527,Item-2527,Toys,176.15
2528,Item-2528,Electronics,304.53
2529,Item-2529,Electronics,132.79
2530,Item-2530,Food,390.8
2531,Item-2531,Sports,204.58
2532,Item-2532,Food,294.9
2533,Item-2533,Clothing,49.73
2534,Item-2534,Electronics,206.55
2535,Item-2535,Home,370.12
2536,Item-2536,Books,495.75
2537,Item-2537,Sports,50.63
2538,Item-2538,Books,119.39
2539,Item-2539,Clothing,315.75
2540,Item-2540,Clothing,210.07
2541,Item-2541,Home,307.3
2542,Item-2542,Toys,376.13
2543,Item-2543,Sports,481.91
2544,Item-2544,Sports,375.87
2545,Item-2545,Home,465.33
2546,Item-2546,Sports,235.11
2547,Item-2547,Sports,183.52
2548,Item-2548,Home,464.66
2549,Item-2549,Food,248.57
2550,Item-2550,Home,240.36
2551,Item-2551,Clothing,283.14
2552,Item-2552,Clothing,301.95
2553,Item-2553,Toys,378.82
2554,Item-2554,Toys,212.99
2555,Item-2555,Toys,377.53
2556,Item-2556,Sports,353.77
2557,Item-2557,Toys,469.89
2558,Item-2558,Books,269.6
2559,Item-2559,Toys,286.01
2560,Item-2560,Electronics,409.33
2561,Item-2561,Books,353.64
2562,Item-2562,Clothing,178.31
2563,Item-2563,Clothing,158.75
2564,Item-2564,Toys,448.1
2565,Item-2565,Books,261.3
2566,Item-2566,Home,95.76
2567,Item-2567,Home,175.73
2568,Item-2568,Sports,41.06
2569,Item-2569,Books,422.35
2570,Item-2570,Home,387.68
2571,Item-2571,Home,132.68
2572,Item-2572,Home,368.51
2573,Item-2573,Sports,162.67
2574,Item-2574,Food,336.56
2575,Item-2575,Food,236.93
2576,Item-2576,Home,459.03
2577,Item-2577,Toys,491.88
2578,Item-2578,Electronics,164.62
2579,Item-2579,Clothing,31.05
2580,Item-2580,Toys,13.42
2581,Item-2581,Sports,53.0
2582,Item-2582,Electronics,25.32
2583,Item-2583,Books,315.82
2584,Item-2584,Electronics,336.03
2585,Item-2585,Electronics,38.28
2586,Item-2586,Home,74.87
2587,Item-2587,Home,403.11
2588,Item-2588,Sports,443.63
2589,Item-2589,Sports,224.71
2590,Item-2590,Sports,469.1
2591,Item-2591,Food,393.27
2592,Item-2592,Electronics,35.66
2593,Item-2593,Clothing,431.58
2594,Item-2594,Sports,230.51
2595,Item-2595,Books,411.42
2596,Item-2596,Books,290.26
2597,Item-2597,Home,309.56
2598,Item-2598,Toys,294.07
2599,Item-2599,Sports,298.15
2600,Item-2600,Toys,23.64
2601,Item-2601,Toys,480.38
2602,Item-2602,Books,285.12
2603,Item-2603,Clothing,336.26
2604,Item-2604,Clothing,114.39
2605,Item-2605,Toys,437.44
2606,Item-2606,Food,241.68
2607,Item-2607,Clothing,400.71
2608,Item-2608,Electronics,400.76
2609,Item-2609,Home,406.32
2610,Item-2610,Clothing,29.38
2611,Item-2611,Toys,209.05
2612,Item-2612,Books,382.87
2613,Item-2613,Home,83.01
2614,Item-2614,Home,175.15
2615,Item-2615,Toys,459.93
2616,Item-2616,Clothing,416.66
2617,Item-2617,Food,184.35
2618,Item-2618,Clothing,229.18
2619,Item-2619,Clothing,286.15
2620,Item-2620,Toys,271.4
2621,Item-2621,Toys,206.96
2622,Item-2622,Books,469.08
2623,Item-2623,Home,447.99
2624,Item-2624,Books,438.16
2625,Item-2625,Electronics,243.87
2626,Item-2626,Sports,85.95
2627,Item-2627,Food,204.7
2628,Item-2628,Clothing,165.41
2629,Item-2629,Clothing,112.49
2630,Item-2630,Toys,149.68
2631,Item-2631,Sports,188.24
2632,Item-2632,Books,221.9
2633,Item-2633,Sports,394.69
2634,Item-2634,Books,109.62
2635,Item-2635,Toys,389.27
2636,Item-2636,Food,114.73
2637,Item-2637,Books,258.03
2638,Item-2638,Books,196.07
2639,Item-2639,Electronics,486.56
2640,Item-2640,Toys,68.53
2641,Item-2641,Electronics,168.14
2642,Item-2642,Books,250.57
2643,Item-2643,Clothing,116.48
2644,Item-2644,Clothing,264.08
2645,Item-2645,Books,390.7
2646,Item-2646,Home,487.73
2647,Item-2647,Books,185.6
2648,Item-2648,Books,414.91
2649,Item-2649,Sports,422.14
2650,Item-2650,Clothing,312.47
2651,Item-2651,Electronics,360.86
2652,Item-2652,Electronics,183.52
2653,Item-2653,Clothing,152.4
2654,Item-2654,Sports,488.07
2655,Item-2655,Toys,242.82
2656,Item-2656,Toys,209.45
2657,Item-2657,Toys,362.62
2658,Item-2658,Sports,146.31
2659,Item-2659,Toys,391.01
2660,Item-2660,Electronics,90.95
2661,Item-2661,Home,151.92
2662,Item-2662,Sports,40.14
2663,Item-2663,Home,11.96
2664,Item-2664,Food,399.65
2665,Item-2665,Electronics,113.02
2666,Item-2666,Toys,38.35
2667,Item-2667,Clothing,495.27
2668,Item-2668,Toys,378.32
2669,Item-2669,Electronics,260.95
2670,Item-2670,Food,205.97
2671,Item-2671,Toys,463.32
2672,Item-2672,Sports,186.61
2673,Item-2673,Books,188.74
